lead_time_id,component_id,supplier_id,effective_date,lead_time_weeks,change_reason,recorded_at
LT_INT_001601,C067,SUP005,2025-03-01,21,月次更新,2025-03-01
LT_INT_001602,C067,SUP005,2025-05-01,21,月次更新,2025-05-01
LT_INT_001603,C067,SUP005,2025-06-01,24,月次更新,2025-06-01
LT_INT_001604,C067,SUP005,2025-08-01,21,月次更新,2025-08-01
LT_INT_001605,C067,SUP005,2025-09-01,21,月次更新,2025-09-01
LT_INT_001606,C067,SUP005,2025-11-01,21,月次更新,2025-11-01
LT_INT_001607,C067,SUP005,2025-12-01,21,月次更新,2025-12-01
LT000872,C068,SUP006,2023-01-01,34,初回登録,2023-01-01
LT000873,C068,SUP006,2023-04-01,28,増産効果,2023-04-01
LT000874,C068,SUP006,2023-07-01,26,通常,2023-07-01
LT000875,C068,SUP006,2023-10-01,23,物流混雑緩和,2023-10-01
LT000876,C068,SUP006,2024-01-01,22,通常,2024-01-01
LT000877,C068,SUP006,2024-04-01,20,通常,2024-04-01
LT000878,C068,SUP006,2024-07-01,19,通常,2024-07-01
LT000879,C068,SUP006,2024-10-01,17,工場増強,2024-10-01
LT000880,C068,SUP006,2025-01-01,16,通常,2025-01-01
LT000881,C068,SUP006,2025-04-01,16,通常,2025-04-01
LT000882,C068,SUP006,2025-07-01,15,通常,2025-07-01
LT000883,C068,SUP006,2025-10-01,15,通常,2025-10-01
LT000884,C068,SUP006,2026-01-01,15,工場増強,2026-01-01
LT_INT_001608,C068,SUP006,2023-02-01,31,月次更新,2023-02-01
LT_INT_001609,C068,SUP006,2023-03-01,31,月次更新,2023-03-01
LT_INT_001610,C068,SUP006,2023-05-01,28,月次更新,2023-05-01
LT_INT_001611,C068,SUP006,2023-06-01,27,月次更新,2023-06-01
LT_INT_001612,C068,SUP006,2023-08-01,26,月次更新,2023-08-01
LT_INT_001613,C068,SUP006,2023-09-01,23,月次更新,2023-09-01
LT_INT_001614,C068,SUP006,2023-11-01,22,月次更新,2023-11-01
LT_INT_001615,C068,SUP006,2023-12-01,21,月次更新,2023-12-01
LT_INT_001616,C068,SUP006,2024-02-01,21,月次更新,2024-02-01
LT_INT_001617,C068,SUP006,2024-03-01,21,月次更新,2024-03-01
LT_INT_001618,C068,SUP006,2024-05-01,19,月次更新,2024-05-01
LT_INT_001619,C068,SUP006,2024-06-01,18,月次更新,2024-06-01
LT_INT_001620,C068,SUP006,2024-08-01,17,月次更新,2024-08-01
LT_INT_001621,C068,SUP006,2024-09-01,18,月次更新,2024-09-01
LT_INT_001622,C068,SUP006,2024-11-01,15,月次更新,2024-11-01
LT_INT_001623,C068,SUP006,2024-12-01,17,月次更新,2024-12-01
LT_INT_001624,C068,SUP006,2025-02-01,15,月次更新,2025-02-01
LT_INT_001625,C068,SUP006,2025-03-01,15,月次更新,2025-03-01
LT_INT_001626,C068,SUP006,2025-05-01,17,月次更新,2025-05-01
LT_INT_001627,C068,SUP006,2025-06-01,16,月次更新,2025-06-01
LT_INT_001628,C068,SUP006,2025-08-01,15,月次更新,2025-08-01
LT_INT_001629,C068,SUP006,2025-09-01,15,月次更新,2025-09-01
LT_INT_001630,C068,SUP006,2025-11-01,15,月次更新,2025-11-01
LT_INT_001631,C068,SUP006,2025-12-01,15,月次更新,2025-12-01
LT000885,C069,SUP006,2023-01-01,48,初回登録,2023-01-01
LT000886,C069,SUP006,2023-04-01,42,需給改善,2023-04-01
LT000887,C069,SUP006,2023-07-01,37,物流混雑緩和,2023-07-01
LT000888,C069,SUP006,2023-10-01,33,物流混雑緩和,2023-10-01
LT000889,C069,SUP006,2024-01-01,32,通常,2024-01-01
LT000890,C069,SUP006,2024-04-01,31,通常,2024-04-01
LT000891,C069,SUP006,2024-07-01,26,増産効果,2024-07-01
LT000892,C069,SUP006,2024-10-01,24,通常,2024-10-01
LT000893,C069,SUP006,2025-01-01,23,通常,2025-01-01
LT000894,C069,SUP006,2025-04-01,25,通常,2025-04-01
LT000895,C069,SUP006,2025-07-01,22,通常,2025-07-01
LT000896,C069,SUP006,2025-10-01,22,通常,2025-10-01
LT000897,C069,SUP006,2026-01-01,22,工場増強,2026-01-01
LT_INT_001632,C069,SUP006,2023-02-01,45,月次更新,2023-02-01
LT_INT_001633,C069,SUP006,2023-03-01,43,月次更新,2023-03-01
LT_INT_001634,C069,SUP006,2023-05-01,40,月次更新,2023-05-01
LT_INT_001635,C069,SUP006,2023-06-01,38,月次更新,2023-06-01
LT_INT_001636,C069,SUP006,2023-08-01,34,月次更新,2023-08-01
LT_INT_001637,C069,SUP006,2023-09-01,33,月次更新,2023-09-01
LT_INT_001638,C069,SUP006,2023-11-01,32,月次更新,2023-11-01
LT_INT_001639,C069,SUP006,2023-12-01,33,月次更新,2023-12-01
LT_INT_001640,C069,SUP006,2024-02-01,32,月次更新,2024-02-01
LT_INT_001641,C069,SUP006,2024-03-01,31,月次更新,2024-03-01
LT_INT_001642,C069,SUP006,2024-05-01,28,月次更新,2024-05-01
LT_INT_001643,C069,SUP006,2024-06-01,26,月次更新,2024-06-01
LT_INT_001644,C069,SUP006,2024-08-01,26,月次更新,2024-08-01
LT_INT_001645,C069,SUP006,2024-09-01,25,月次更新,2024-09-01
LT_INT_001646,C069,SUP006,2024-11-01,23,月次更新,2024-11-01
LT_INT_001647,C069,SUP006,2024-12-01,24,月次更新,2024-12-01
LT_INT_001648,C069,SUP006,2025-02-01,23,月次更新,2025-02-01
LT_INT_001649,C069,SUP006,2025-03-01,25,月次更新,2025-03-01
LT_INT_001650,C069,SUP006,2025-05-01,26,月次更新,2025-05-01
LT_INT_001651,C069,SUP006,2025-06-01,26,月次更新,2025-06-01
LT_INT_001652,C069,SUP006,2025-08-01,22,月次更新,2025-08-01
LT_INT_001653,C069,SUP006,2025-09-01,22,月次更新,2025-09-01
LT_INT_001654,C069,SUP006,2025-11-01,22,月次更新,2025-11-01
LT_INT_001655,C069,SUP006,2025-12-01,22,月次更新,2025-12-01
LT000898,C070,SUP007,2023-01-01,38,初回登録,2023-01-01
LT000899,C070,SUP007,2023-04-01,36,通常,2023-04-01
LT000900,C070,SUP007,2023-07-01,27,工場増強,2023-07-01
LT000901,C070,SUP007,2023-10-01,24,物流混雑緩和,2023-10-01
LT000902,C070,SUP007,2024-01-01,23,通常,2024-01-01
LT000903,C070,SUP007,2024-04-01,21,通常,2024-04-01
LT000904,C070,SUP007,2024-07-01,21,通常,2024-07-01
LT000905,C070,SUP007,2024-10-01,20,通常,2024-10-01
LT000906,C070,SUP007,2025-01-01,16,物流混雑緩和,2025-01-01
LT000907,C070,SUP007,2025-04-01,19,需給逼迫,2025-04-01
LT000908,C070,SUP007,2025-07-01,17,通常,2025-07-01
LT000909,C070,SUP007,2025-10-01,17,通常,2025-10-01
LT000910,C070,SUP007,2026-01-01,17,通常,2026-01-01
LT_INT_001656,C070,SUP007,2023-02-01,37,月次更新,2023-02-01
LT_INT_001657,C070,SUP007,2023-03-01,36,月次更新,2023-03-01
LT_INT_001658,C070,SUP007,2023-05-01,33,月次更新,2023-05-01
LT_INT_001659,C070,SUP007,2023-06-01,30,月次更新,2023-06-01
LT_INT_001660,C070,SUP007,2023-08-01,25,月次更新,2023-08-01
LT_INT_001661,C070,SUP007,2023-09-01,24,月次更新,2023-09-01
LT_INT_001662,C070,SUP007,2023-11-01,24,月次更新,2023-11-01
LT_INT_001663,C070,SUP007,2023-12-01,24,月次更新,2023-12-01
LT_INT_001664,C070,SUP007,2024-02-01,22,月次更新,2024-02-01
LT_INT_001665,C070,SUP007,2024-03-01,20,月次更新,2024-03-01
LT_INT_001666,C070,SUP007,2024-05-01,21,月次更新,2024-05-01
LT_INT_001667,C070,SUP007,2024-06-01,22,月次更新,2024-06-01
LT_INT_001668,C070,SUP007,2024-08-01,21,月次更新,2024-08-01
LT_INT_001669,C070,SUP007,2024-09-01,20,月次更新,2024-09-01
LT_INT_001670,C070,SUP007,2024-11-01,19,月次更新,2024-11-01
LT_INT_001671,C070,SUP007,2024-12-01,17,月次更新,2024-12-01
LT_INT_001672,C070,SUP007,2025-02-01,16,月次更新,2025-02-01
LT_INT_001673,C070,SUP007,2025-03-01,18,月次更新,2025-03-01
LT_INT_001674,C070,SUP007,2025-05-01,17,月次更新,2025-05-01
LT_INT_001675,C070,SUP007,2025-06-01,17,月次更新,2025-06-01
LT_INT_001676,C070,SUP007,2025-08-01,17,月次更新,2025-08-01
LT_INT_001677,C070,SUP007,2025-09-01,17,月次更新,2025-09-01
LT_INT_001678,C070,SUP007,2025-11-01,17,月次更新,2025-11-01
LT_INT_001679,C070,SUP007,2025-12-01,17,月次更新,2025-12-01
LT000911,C071,SUP007,2023-01-01,58,初回登録,2023-01-01
LT000912,C071,SUP007,2023-04-01,51,増産効果,2023-04-01
LT000913,C071,SUP007,2023-07-01,43,需給改善,2023-07-01
LT000914,C071,SUP007,2023-10-01,35,工場増強,2023-10-01
LT000915,C071,SUP007,2024-01-01,35,通常,2024-01-01
LT000916,C071,SUP007,2024-04-01,30,増産効果,2024-04-01
LT000917,C071,SUP007,2024-07-01,28,通常,2024-07-01
LT000918,C071,SUP007,2024-10-01,26,通常,2024-10-01
LT000919,C071,SUP007,2025-01-01,25,通常,2025-01-01
LT000920,C071,SUP007,2025-04-01,25,通常,2025-04-01
LT000921,C071,SUP007,2025-07-01,23,材料不足,2025-07-01
LT000922,C071,SUP007,2025-10-01,22,通常,2025-10-01
LT000923,C071,SUP007,2026-01-01,25,通常,2026-01-01
LT_INT_001680,C071,SUP007,2023-02-01,55,月次更新,2023-02-01
LT_INT_001681,C071,SUP007,2023-03-01,54,月次更新,2023-03-01
LT_INT_001682,C071,SUP007,2023-05-01,48,月次更新,2023-05-01
LT_INT_001683,C071,SUP007,2023-06-01,46,月次更新,2023-06-01
LT_INT_001684,C071,SUP007,2023-08-01,40,月次更新,2023-08-01
LT_INT_001685,C071,SUP007,2023-09-01,36,月次更新,2023-09-01
LT_INT_001686,C071,SUP007,2023-11-01,34,月次更新,2023-11-01
LT_INT_001687,C071,SUP007,2023-12-01,36,月次更新,2023-12-01
LT_INT_001688,C071,SUP007,2024-02-01,33,月次更新,2024-02-01
LT_INT_001689,C071,SUP007,2024-03-01,31,月次更新,2024-03-01
LT_INT_001690,C071,SUP007,2024-05-01,28,月次更新,2024-05-01
LT_INT_001691,C071,SUP007,2024-06-01,27,月次更新,2024-06-01
LT_INT_001692,C071,SUP007,2024-08-01,28,月次更新,2024-08-01
LT_INT_001693,C071,SUP007,2024-09-01,25,月次更新,2024-09-01
LT_INT_001694,C071,SUP007,2024-11-01,26,月次更新,2024-11-01
LT_INT_001695,C071,SUP007,2024-12-01,24,月次更新,2024-12-01
LT_INT_001696,C071,SUP007,2025-02-01,24,月次更新,2025-02-01
LT_INT_001697,C071,SUP007,2025-03-01,25,月次更新,2025-03-01
LT_INT_001698,C071,SUP007,2025-05-01,25,月次更新,2025-05-01
LT_INT_001699,C071,SUP007,2025-06-01,26,月次更新,2025-06-01
LT_INT_001700,C071,SUP007,2025-08-01,21,月次更新,2025-08-01
LT_INT_001701,C071,SUP007,2025-09-01,23,月次更新,2025-09-01
LT_INT_001702,C071,SUP007,2025-11-01,21,月次更新,2025-11-01
LT_INT_001703,C071,SUP007,2025-12-01,22,月次更新,2025-12-01
LT000924,C072,SUP008,2023-01-01,34,初回登録,2023-01-01
LT000925,C072,SUP008,2023-04-01,26,物流混雑緩和,2023-04-01
LT000926,C072,SUP008,2023-07-01,26,通常,2023-07-01
LT000927,C072,SUP008,2023-10-01,22,工場増強,2023-10-01
LT000928,C072,SUP008,2024-01-01,21,通常,2024-01-01
LT000929,C072,SUP008,2024-04-01,19,通常,2024-04-01
LT000930,C072,SUP008,2024-07-01,18,通常,2024-07-01
LT000931,C072,SUP008,2024-10-01,17,通常,2024-10-01
LT000932,C072,SUP008,2025-01-01,15,工場増強,2025-01-01
LT000933,C072,SUP008,2025-04-01,16,通常,2025-04-01
LT000934,C072,SUP008,2025-07-01,14,通常,2025-07-01
LT000935,C072,SUP008,2025-10-01,14,通常,2025-10-01
LT000936,C072,SUP008,2026-01-01,14,需給改善,2026-01-01
LT_INT_001704,C072,SUP008,2023-02-01,30,月次更新,2023-02-01
LT_INT_001705,C072,SUP008,2023-03-01,29,月次更新,2023-03-01
LT_INT_001706,C072,SUP008,2023-05-01,26,月次更新,2023-05-01
LT_INT_001707,C072,SUP008,2023-06-01,27,月次更新,2023-06-01
LT_INT_001708,C072,SUP008,2023-08-01,25,月次更新,2023-08-01
LT_INT_001709,C072,SUP008,2023-09-01,24,月次更新,2023-09-01
LT_INT_001710,C072,SUP008,2023-11-01,21,月次更新,2023-11-01
LT_INT_001711,C072,SUP008,2023-12-01,20,月次更新,2023-12-01
LT_INT_001712,C072,SUP008,2024-02-01,21,月次更新,2024-02-01
LT_INT_001713,C072,SUP008,2024-03-01,20,月次更新,2024-03-01
LT_INT_001714,C072,SUP008,2024-05-01,18,月次更新,2024-05-01
LT_INT_001715,C072,SUP008,2024-06-01,19,月次更新,2024-06-01
LT_INT_001716,C072,SUP008,2024-08-01,16,月次更新,2024-08-01
LT_INT_001717,C072,SUP008,2024-09-01,17,月次更新,2024-09-01
LT_INT_001718,C072,SUP008,2024-11-01,15,月次更新,2024-11-01
LT_INT_001719,C072,SUP008,2024-12-01,14,月次更新,2024-12-01
LT_INT_001720,C072,SUP008,2025-02-01,15,月次更新,2025-02-01
LT_INT_001721,C072,SUP008,2025-03-01,16,月次更新,2025-03-01
LT_INT_001722,C072,SUP008,2025-05-01,15,月次更新,2025-05-01
LT_INT_001723,C072,SUP008,2025-06-01,15,月次更新,2025-06-01
LT_INT_001724,C072,SUP008,2025-08-01,14,月次更新,2025-08-01
LT_INT_001725,C072,SUP008,2025-09-01,14,月次更新,2025-09-01
LT_INT_001726,C072,SUP008,2025-11-01,14,月次更新,2025-11-01
LT_INT_001727,C072,SUP008,2025-12-01,14,月次更新,2025-12-01
LT000937,C073,SUP003,2023-01-01,31,初回登録,2023-01-01
LT000938,C073,SUP003,2023-04-01,26,増産効果,2023-04-01
LT000939,C073,SUP003,2023-07-01,24,通常,2023-07-01
LT000940,C073,SUP003,2023-10-01,18,物流混雑緩和,2023-10-01
LT000941,C073,SUP003,2024-01-01,19,通常,2024-01-01
LT000942,C073,SUP003,2024-04-01,16,需給改善,2024-04-01
LT000943,C073,SUP003,2024-07-01,14,工場増強,2024-07-01
LT000944,C073,SUP003,2024-10-01,16,材料不足,2024-10-01
LT000945,C073,SUP003,2025-01-01,15,通常,2025-01-01
LT000946,C073,SUP003,2025-04-01,15,通常,2025-04-01
LT000947,C073,SUP003,2025-07-01,13,通常,2025-07-01
LT000948,C073,SUP003,2025-10-01,13,増産効果,2025-10-01
LT000949,C073,SUP003,2026-01-01,13,通常,2026-01-01
LT_INT_001728,C073,SUP003,2023-02-01,28,月次更新,2023-02-01
LT_INT_001729,C073,SUP003,2023-03-01,28,月次更新,2023-03-01
LT_INT_001730,C073,SUP003,2023-05-01,24,月次更新,2023-05-01
LT_INT_001731,C073,SUP003,2023-06-01,25,月次更新,2023-06-01
LT_INT_001732,C073,SUP003,2023-08-01,21,月次更新,2023-08-01
LT_INT_001733,C073,SUP003,2023-09-01,21,月次更新,2023-09-01
LT_INT_001734,C073,SUP003,2023-11-01,17,月次更新,2023-11-01
LT_INT_001735,C073,SUP003,2023-12-01,19,月次更新,2023-12-01
LT_INT_001736,C073,SUP003,2024-02-01,17,月次更新,2024-02-01
LT_INT_001737,C073,SUP003,2024-03-01,16,月次更新,2024-03-01
LT_INT_001738,C073,SUP003,2024-05-01,16,月次更新,2024-05-01
LT_INT_001739,C073,SUP003,2024-06-01,14,月次更新,2024-06-01
LT_INT_001740,C073,SUP003,2024-08-01,15,月次更新,2024-08-01
LT_INT_001741,C073,SUP003,2024-09-01,15,月次更新,2024-09-01
LT_INT_001742,C073,SUP003,2024-11-01,14,月次更新,2024-11-01
LT_INT_001743,C073,SUP003,2024-12-01,16,月次更新,2024-12-01
LT_INT_001744,C073,SUP003,2025-02-01,16,月次更新,2025-02-01
LT_INT_001745,C073,SUP003,2025-03-01,16,月次更新,2025-03-01
LT_INT_001746,C073,SUP003,2025-05-01,15,月次更新,2025-05-01
LT_INT_001747,C073,SUP003,2025-06-01,15,月次更新,2025-06-01
LT_INT_001748,C073,SUP003,2025-08-01,13,月次更新,2025-08-01
LT_INT_001749,C073,SUP003,2025-09-01,13,月次更新,2025-09-01
LT_INT_001750,C073,SUP003,2025-11-01,13,月次更新,2025-11-01
LT_INT_001751,C073,SUP003,2025-12-01,13,月次更新,2025-12-01
LT000950,C074,SUP003,2023-01-01,26,初回登録,2023-01-01
LT000951,C074,SUP003,2023-04-01,21,増産効果,2023-04-01
LT000952,C074,SUP003,2023-07-01,18,増産効果,2023-07-01
LT000953,C074,SUP003,2023-10-01,17,通常,2023-10-01
LT000954,C074,SUP003,2024-01-01,14,工場増強,2024-01-01
LT000955,C074,SUP003,2024-04-01,15,通常,2024-04-01
LT000956,C074,SUP003,2024-07-01,13,需給改善,2024-07-01
LT000957,C074,SUP003,2024-10-01,13,通常,2024-10-01
LT000958,C074,SUP003,2025-01-01,13,通常,2025-01-01
LT000959,C074,SUP003,2025-04-01,12,通常,2025-04-01
LT000960,C074,SUP003,2025-07-01,11,通常,2025-07-01
LT000961,C074,SUP003,2025-10-01,11,増産効果,2025-10-01
LT000962,C074,SUP003,2026-01-01,11,通常,2026-01-01
LT_INT_001752,C074,SUP003,2023-02-01,25,月次更新,2023-02-01
LT_INT_001753,C074,SUP003,2023-03-01,23,月次更新,2023-03-01
LT_INT_001754,C074,SUP003,2023-05-01,19,月次更新,2023-05-01
LT_INT_001755,C074,SUP003,2023-06-01,20,月次更新,2023-06-01
LT_INT_001756,C074,SUP003,2023-08-01,17,月次更新,2023-08-01
LT_INT_001757,C074,SUP003,2023-09-01,16,月次更新,2023-09-01
LT_INT_001758,C074,SUP003,2023-11-01,15,月次更新,2023-11-01
LT_INT_001759,C074,SUP003,2023-12-01,14,月次更新,2023-12-01
LT_INT_001760,C074,SUP003,2024-02-01,15,月次更新,2024-02-01
LT_INT_001761,C074,SUP003,2024-03-01,13,月次更新,2024-03-01
LT_INT_001762,C074,SUP003,2024-05-01,13,月次更新,2024-05-01
LT_INT_001763,C074,SUP003,2024-06-01,12,月次更新,2024-06-01
LT_INT_001764,C074,SUP003,2024-08-01,14,月次更新,2024-08-01
LT_INT_001765,C074,SUP003,2024-09-01,13,月次更新,2024-09-01
LT_INT_001766,C074,SUP003,2024-11-01,12,月次更新,2024-11-01
LT_INT_001767,C074,SUP003,2024-12-01,13,月次更新,2024-12-01
LT_INT_001768,C074,SUP003,2025-02-01,13,月次更新,2025-02-01
LT_INT_001769,C074,SUP003,2025-03-01,13,月次更新,2025-03-01
LT_INT_001770,C074,SUP003,2025-05-01,13,月次更新,2025-05-01
LT_INT_001771,C074,SUP003,2025-06-01,13,月次更新,2025-06-01
LT_INT_001772,C074,SUP003,2025-08-01,11,月次更新,2025-08-01
LT_INT_001773,C074,SUP003,2025-09-01,11,月次更新,2025-09-01
LT_INT_001774,C074,SUP003,2025-11-01,11,月次更新,2025-11-01
LT_INT_001775,C074,SUP003,2025-12-01,11,月次更新,2025-12-01
LT000963,C075,SUP005,2023-01-01,44,初回登録,2023-01-01
LT000964,C075,SUP005,2023-04-01,37,物流混雑緩和,2023-04-01
LT000965,C075,SUP005,2023-07-01,31,増産効果,2023-07-01
LT000966,C075,SUP005,2023-10-01,28,通常,2023-10-01
LT000967,C075,SUP005,2024-01-01,28,通常,2024-01-01
LT000968,C075,SUP005,2024-04-01,22,増産効果,2024-04-01
LT000969,C075,SUP005,2024-07-01,21,通常,2024-07-01
LT000970,C075,SUP005,2024-10-01,21,通常,2024-10-01
LT000971,C075,SUP005,2025-01-01,19,通常,2025-01-01
LT000972,C075,SUP005,2025-04-01,21,需給逼迫,2025-04-01
LT000973,C075,SUP005,2025-07-01,18,通常,2025-07-01
LT000974,C075,SUP005,2025-10-01,18,需給改善,2025-10-01
LT000975,C075,SUP005,2026-01-01,18,通常,2026-01-01
LT_INT_001776,C075,SUP005,2023-02-01,41,月次更新,2023-02-01
LT_INT_001777,C075,SUP005,2023-03-01,39,月次更新,2023-03-01
LT_INT_001778,C075,SUP005,2023-05-01,36,月次更新,2023-05-01
LT_INT_001779,C075,SUP005,2023-06-01,32,月次更新,2023-06-01
LT_INT_001780,C075,SUP005,2023-08-01,29,月次更新,2023-08-01
LT_INT_001781,C075,SUP005,2023-09-01,30,月次更新,2023-09-01
LT_INT_001782,C075,SUP005,2023-11-01,28,月次更新,2023-11-01
LT_INT_001783,C075,SUP005,2023-12-01,29,月次更新,2023-12-01
LT_INT_001784,C075,SUP005,2024-02-01,27,月次更新,2024-02-01
LT_INT_001785,C075,SUP005,2024-03-01,24,月次更新,2024-03-01
LT_INT_001786,C075,SUP005,2024-05-01,22,月次更新,2024-05-01
LT_INT_001787,C075,SUP005,2024-06-01,22,月次更新,2024-06-01
LT_INT_001788,C075,SUP005,2024-08-01,22,月次更新,2024-08-01
LT_INT_001789,C075,SUP005,2024-09-01,21,月次更新,2024-09-01
LT_INT_001790,C075,SUP005,2024-11-01,19,月次更新,2024-11-01
LT_INT_001791,C075,SUP005,2024-12-01,18,月次更新,2024-12-01
LT_INT_001792,C075,SUP005,2025-02-01,19,月次更新,2025-02-01
LT_INT_001793,C075,SUP005,2025-03-01,19,月次更新,2025-03-01
LT_INT_001794,C075,SUP005,2025-05-01,22,月次更新,2025-05-01
LT_INT_001795,C075,SUP005,2025-06-01,20,月次更新,2025-06-01
LT_INT_001796,C075,SUP005,2025-08-01,18,月次更新,2025-08-01
LT_INT_001797,C075,SUP005,2025-09-01,18,月次更新,2025-09-01
LT_INT_001798,C075,SUP005,2025-11-01,18,月次更新,2025-11-01
LT_INT_001799,C075,SUP005,2025-12-01,18,月次更新,2025-12-01
LT000976,C076,SUP001,2023-01-01,28,初回登録,2023-01-01
LT000977,C076,SUP001,2023-04-01,27,通常,2023-04-01
LT000978,C076,SUP001,2023-07-01,24,増産効果,2023-07-01
LT000979,C076,SUP001,2023-10-01,19,需給改善,2023-10-01
LT000980,C076,SUP001,2024-01-01,17,工場増強,2024-01-01
LT000981,C076,SUP001,2024-04-01,17,通常,2024-04-01
LT000982,C076,SUP001,2024-07-01,15,物流混雑緩和,2024-07-01
LT000983,C076,SUP001,2024-10-01,16,通常,2024-10-01
LT000984,C076,SUP001,2025-01-01,13,増産効果,2025-01-01
LT000985,C076,SUP001,2025-04-01,15,材料不足,2025-04-01
LT000986,C076,SUP001,2025-07-01,15,通常,2025-07-01
LT000987,C076,SUP001,2025-10-01,15,通常,2025-10-01
LT000988,C076,SUP001,2026-01-01,15,通常,2026-01-01
LT_INT_001800,C076,SUP001,2023-02-01,26,月次更新,2023-02-01
LT_INT_001801,C076,SUP001,2023-03-01,26,月次更新,2023-03-01
LT_INT_001802,C076,SUP001,2023-05-01,26,月次更新,2023-05-01
LT_INT_001803,C076,SUP001,2023-06-01,24,月次更新,2023-06-01
LT_INT_001804,C076,SUP001,2023-08-01,22,月次更新,2023-08-01
LT_INT_001805,C076,SUP001,2023-09-01,21,月次更新,2023-09-01
LT_INT_001806,C076,SUP001,2023-11-01,17,月次更新,2023-11-01
LT_INT_001807,C076,SUP001,2023-12-01,17,月次更新,2023-12-01
LT_INT_001808,C076,SUP001,2024-02-01,17,月次更新,2024-02-01
LT_INT_001809,C076,SUP001,2024-03-01,16,月次更新,2024-03-01
LT_INT_001810,C076,SUP001,2024-05-01,17,月次更新,2024-05-01
LT_INT_001811,C076,SUP001,2024-06-01,15,月次更新,2024-06-01
LT_INT_001812,C076,SUP001,2024-08-01,14,月次更新,2024-08-01
LT_INT_001813,C076,SUP001,2024-09-01,16,月次更新,2024-09-01
LT_INT_001814,C076,SUP001,2024-11-01,15,月次更新,2024-11-01
LT_INT_001815,C076,SUP001,2024-12-01,14,月次更新,2024-12-01
LT_INT_001816,C076,SUP001,2025-02-01,14,月次更新,2025-02-01
LT_INT_001817,C076,SUP001,2025-03-01,15,月次更新,2025-03-01
LT_INT_001818,C076,SUP001,2025-05-01,14,月次更新,2025-05-01
LT_INT_001819,C076,SUP001,2025-06-01,14,月次更新,2025-06-01
LT_INT_001820,C076,SUP001,2025-08-01,15,月次更新,2025-08-01
LT_INT_001821,C076,SUP001,2025-09-01,15,月次更新,2025-09-01
LT_INT_001822,C076,SUP001,2025-11-01,15,月次更新,2025-11-01
LT_INT_001823,C076,SUP001,2025-12-01,15,月次更新,2025-12-01
LT000989,C077,SUP001,2023-01-01,36,初回登録,2023-01-01
LT000990,C077,SUP001,2023-04-01,32,増産効果,2023-04-01
LT000991,C077,SUP001,2023-07-01,27,物流混雑緩和,2023-07-01
LT000992,C077,SUP001,2023-10-01,21,需給改善,2023-10-01
LT000993,C077,SUP001,2024-01-01,21,通常,2024-01-01
LT000994,C077,SUP001,2024-04-01,20,通常,2024-04-01
LT000995,C077,SUP001,2024-07-01,18,通常,2024-07-01
LT000996,C077,SUP001,2024-10-01,16,物流混雑緩和,2024-10-01
LT000997,C077,SUP001,2025-01-01,17,通常,2025-01-01
LT000998,C077,SUP001,2025-04-01,16,通常,2025-04-01
LT000999,C077,SUP001,2025-07-01,16,通常,2025-07-01
LT001000,C077,SUP001,2025-10-01,16,需給逼迫,2025-10-01
LT001001,C077,SUP001,2026-01-01,16,通常,2026-01-01
LT_INT_001824,C077,SUP001,2023-02-01,34,月次更新,2023-02-01
LT_INT_001825,C077,SUP001,2023-03-01,34,月次更新,2023-03-01
LT_INT_001826,C077,SUP001,2023-05-01,31,月次更新,2023-05-01
LT_INT_001827,C077,SUP001,2023-06-01,28,月次更新,2023-06-01
LT_INT_001828,C077,SUP001,2023-08-01,24,月次更新,2023-08-01
LT_INT_001829,C077,SUP001,2023-09-01,22,月次更新,2023-09-01
LT_INT_001830,C077,SUP001,2023-11-01,21,月次更新,2023-11-01
LT_INT_001831,C077,SUP001,2023-12-01,22,月次更新,2023-12-01
LT_INT_001832,C077,SUP001,2024-02-01,20,月次更新,2024-02-01
LT_INT_001833,C077,SUP001,2024-03-01,19,月次更新,2024-03-01
LT_INT_001834,C077,SUP001,2024-05-01,18,月次更新,2024-05-01
LT_INT_001835,C077,SUP001,2024-06-01,18,月次更新,2024-06-01
LT_INT_001836,C077,SUP001,2024-08-01,17,月次更新,2024-08-01
LT_INT_001837,C077,SUP001,2024-09-01,15,月次更新,2024-09-01
LT_INT_001838,C077,SUP001,2024-11-01,16,月次更新,2024-11-01
LT_INT_001839,C077,SUP001,2024-12-01,15,月次更新,2024-12-01
LT_INT_001840,C077,SUP001,2025-02-01,16,月次更新,2025-02-01
LT_INT_001841,C077,SUP001,2025-03-01,16,月次更新,2025-03-01
LT_INT_001842,C077,SUP001,2025-05-01,15,月次更新,2025-05-01
LT_INT_001843,C077,SUP001,2025-06-01,14,月次更新,2025-06-01
LT_INT_001844,C077,SUP001,2025-08-01,16,月次更新,2025-08-01
LT_INT_001845,C077,SUP001,2025-09-01,16,月次更新,2025-09-01
LT_INT_001846,C077,SUP001,2025-11-01,16,月次更新,2025-11-01
LT_INT_001847,C077,SUP001,2025-12-01,16,月次更新,2025-12-01
LT001002,C078,SUP003,2023-01-01,20,初回登録,2023-01-01
LT001003,C078,SUP003,2023-04-01,18,通常,2023-04-01
LT001004,C078,SUP003,2023-07-01,16,増産効果,2023-07-01
LT001005,C078,SUP003,2023-10-01,14,需給改善,2023-10-01
LT001006,C078,SUP003,2024-01-01,13,通常,2024-01-01
LT001007,C078,SUP003,2024-04-01,12,通常,2024-04-01
LT001008,C078,SUP003,2024-07-01,11,通常,2024-07-01
